year	location	species_total	man_hour	sampling_success	elevation	river	pond	primary_forest	mountain_grassland	secondary_forest	disturbed_habitat	village
2012	Manengouba	4	4.5	0.888888889	1447	YES	NO	NO	NO	YES	NO	NO
2012	Manengouba	7	4.14	1.690821256	1356	YES	NO	NO	NO	YES	NO	NO
2012	Manengouba	3	3.99	0.751879699	1417	YES	NO	NO	NO	YES	NO	NO
2012	Manengouba	8	4.26	1.877934272	1365	YES	NO	NO	NO	YES	NO	NO
2012	Manengouba	7	4	1.75	1466	YES	NO	NO	YES	NO	NO	NO
2012	Manengouba	3	4	0.75	1466	YES	NO	NO	NO	YES	NO	NO
2012	Manengouba	3	4	0.75	1459	YES	NO	NO	NO	YES	NO	NO
2012	Manengouba	2	4.3	0.465116279	1518	YES	NO	NO	NO	YES	NO	NO
2012	Manengouba	1	4.66	0.214592275	2042	YES	NO	NO	NO	YES	NO	NO
2012	Manengouba	2	4.16	0.480769231	1992	YES	NO	NO	NO	YES	NO	NO
2012	Manengouba	2	4	0.5	2088	YES	NO	NO	NO	YES	NO	NO
2012	Manengouba	1	4	0.25	2012	YES	NO	NO	NO	YES	NO	NO
2012	Manengouba	2	4	0.5	2100	YES	NO	NO	YES	NO	NO	NO
2012	Manengouba	3	4.26	0.704225352	2100	YES	NO	NO	YES	NO	NO	NO
2012	Manengouba	2	4	0.5	2135	YES	NO	NO	NO	YES	NO	NO
2012	Manengouba	3	7.89	0.380228137	2100	YES	NO	NO	YES	NO	NO	NO
2012	Manengouba	3	4	0.75	1225	YES	NO	NO	NO	YES	NO	NO
2012	Manengouba	2	2.32	0.862068966	1959	YES	NO	NO	YES	NO	NO	NO
2012	Manengouba	3	6.75	0.444444444	1936	YES	NO	YES	NO	NO	NO	NO
2012	Manengouba	4	NA	NA	1225	NO	YES	NO	NO	YES	NO	NO
2012	Manengouba	3	4.16	0.721153846	2114	YES	NO	NO	YES	NO	NO	NO
2012	Manengouba	1	4	0.25	1993	YES	NO	NO	NO	YES	NO	NO
2012	Manengouba	5	4	1.25	1166	YES	NO	NO	NO	YES	NO	NO
2012	Manengouba	1	4	0.25	1959	YES	NO	NO	YES	NO	NO	NO
2012	Manengouba	3	3.84	0.78125	1889	YES	NO	NO	YES	NO	NO	NO
2012	Manengouba	7	4.3	1.627906977	996	YES	NO	NO	YES	NO	NO	NO
2012	Manengouba	4	4	1	1788	YES	NO	NO	NO	YES	NO	NO
2012	Manengouba	2	4	0.5	1719	YES	NO	NO	NO	YES	NO	NO
2012	Manengouba	3	4	0.75	1126	YES	NO	NO	NO	YES	NO	NO
2012	Manengouba	3	4	0.75	1319	YES	NO	NO	YES	NO	NO	NO
2012	Manengouba	4	4	1	1328	YES	NO	NO	YES	NO	NO	NO
2012	Manengouba	8	4	2	1128	YES	NO	NO	YES	NO	NO	NO
2012	Manengouba	8	4	2	1039	YES	NO	NO	NO	YES	NO	NO
2004	Oku	1	0.25	4	2050	NO	NO	NO	NO	NO	YES	NO
2004	Oku	2	6	0.333333333	2200	NO	NO	YES	NO	NO	NO	NO
2006	Oku	0	4	0	1788	YES	NO	NO	NO	NO	YES	YES
2006	Oku	1	5.42	0.184501845	1788	YES	NO	NO	NO	NO	YES	YES
2006	Oku	3	6.93	0.432900433	1569	YES	NO	NO	NO	NO	YES	YES
2006	Oku	0	5	0	1788	YES	NO	NO	NO	NO	YES	YES
2006	Oku	1	4	0.25	1569	YES	NO	NO	NO	NO	YES	YES
2006	Oku	4	2.43	1.646090535	1569	YES	NO	NO	NO	NO	YES	YES
2006	Oku	2	4	0.5	1788	YES	NO	NO	NO	NO	YES	YES
2006	Oku	0	6	0	2398	NO	NO	NO	NO	YES	NO	NO
2006	Oku	1	5	0.2	2402	YES	NO	NO	NO	YES	NO	NO
2006	Oku	2	4.4	0.454545455	2481	YES	NO	YES	NO	NO	NO	NO
2006	Oku	2	9.58	0.208768267	2481	YES	NO	YES	NO	NO	NO	NO
2006	Oku	1	6.07	0.164744646	2398	NO	NO	NO	NO	YES	NO	NO
2006	Oku	1	7.87	0.127064803	2398	NO	NO	NO	NO	YES	NO	NO
2006	Oku	1	11.75	0.085106383	2481	YES	NO	YES	NO	NO	NO	NO
2006	Oku	1	6.3	0.158730159	2162	YES	YES	YES	NO	NO	NO	NO
2006	Oku	1	8.9	0.112359551	2400	YES	NO	YES	NO	NO	NO	NO
2006	Oku	2	10.8	0.185185185	2468	YES	NO	YES	NO	NO	NO	NO
2006	Oku	3	5.33	0.562851782	2162	YES	YES	YES	NO	NO	NO	NO
2006	Oku	1	2.66	0.37593985	1870	NO	YES	NO	NO	NO	YES	YES
2006	Oku	1	2.25	0.444444444	1870	NO	YES	NO	NO	NO	YES	YES
2006	Oku	3	2.1	1.428571429	1795	NO	YES	NO	NO	NO	YES	YES
2006	Oku	4	6.17	0.648298217	1795	NO	YES	NO	NO	NO	YES	YES
2006	Oku	2	1	2	1795	NO	YES	NO	NO	NO	YES	YES
2006	Oku	0	3.15	0	1601	NO	NO	NO	NO	NO	YES	YES
2006	Oku	1	5.27	0.189753321	1892	NO	YES	NO	NO	NO	YES	YES
2006	Oku	0	3.07	0	1788	NO	NO	NO	NO	NO	YES	YES
2006	Oku	1	4.47	0.223713647	1788	NO	NO	NO	NO	NO	YES	YES
2006	Oku	1	NA	NA	2400	YES	NO	YES	NO	NO	NO	NO
2006	Oku	1	NA	NA	1700	YES	NO	NO	NO	NO	YES	NO
2006	Oku	1	NA	NA	2200	NO	NO	YES	NO	NO	NO	NO
2006	Oku	1	NA	NA	2398	NO	NO	NO	NO	YES	NO	NO
2006	Oku	1	NA	NA	1500	YES	NO	NO	NO	NO	YES	NO
2006	Oku	1	NA	NA	1788	YES	NO	NO	NO	NO	YES	NO
2006	Oku	0	NA	NA	1788	NO	NO	NO	NO	NO	YES	NO
2006	Oku	0	NA	NA	1870	NO	YES	NO	NO	NO	YES	NO
2006	Oku	1	NA	NA	1788	NO	NO	NO	NO	NO	NO	NO
2006	Oku	1	NA	NA	2400	NO	NO	NO	NO	YES	NO	NO
2006	Oku	1	NA	NA	1892	NO	YES	NO	NO	NO	YES	NO
2006	Oku	1	NA	NA	2400	NO	NO	NO	YES	NO	NO	NO
2006	Oku	1	NA	NA	1870	NO	YES	NO	NO	NO	YES	NO
2006	Oku	1	NA	NA	2402	YES	NO	NO	NO	YES	NO	NO
2006	Oku	0	NA	NA	1892	NO	YES	NO	NO	NO	YES	NO
2006	Oku	1	NA	NA	2200	NO	NO	YES	NO	NO	NO	NO
2006	Oku	1	NA	NA	2402	YES	NO	NO	NO	YES	NO	NO
2006	Oku	0	NA	NA	1892	NO	YES	NO	NO	NO	YES	NO
2006	Oku	1	NA	NA	1870	NO	YES	NO	NO	NO	YES	NO
2006	Oku	1	NA	NA	2398	YES	NO	NO	NO	NO	YES	NO
2006	Oku	1	NA	NA	1892	NO	YES	NO	NO	NO	YES	NO
2006	Oku	1	NA	NA	1870	NO	YES	NO	NO	NO	YES	NO
2006	Oku	0	NA	NA	1702	NO	NO	NO	NO	NO	NO	YES
2006	Oku	1	NA	NA	2100	NO	NO	NO	NO	NO	YES	NO
2006	Oku	1	NA	NA	2000	YES	NO	NO	NO	NO	YES	NO
2006	Oku	1	NA	NA	2400	YES	NO	NO	YES	NO	NO	NO
2006	Oku	1	NA	NA	1795	NO	YES	NO	NO	NO	YES	NO
2006	Oku	1	NA	NA	2200	NO	NO	YES	NO	NO	NO	NO
2006	Oku	1	NA	NA	1795	NO	YES	NO	NO	NO	YES	NO
2006	Oku	1	NA	NA	1700	YES	NO	NO	NO	NO	YES	NO
2006	Oku	1	NA	NA	2398	NO	NO	NO	NO	YES	NO	NO
2006	Oku	2	NA	NA	2481	YES	NO	YES	NO	NO	NO	NO
2006	Oku	1	NA	NA	1555	NO	NO	NO	NO	NO	NO	YES
2006	Oku	1	NA	NA	2400	YES	NO	YES	NO	NO	NO	NO
2006	Oku	1	NA	NA	1900	NO	NO	NO	NO	NO	YES	NO
2006	Oku	2	NA	NA	2481	YES	NO	YES	NO	NO	NO	NO
2006	Oku	1	NA	NA	1600	NO	NO	NO	NO	NO	NO	YES
2006	Oku	1	NA	NA	2200	YES	NO	YES	NO	NO	NO	NO
2006	Oku	1	NA	NA	2481	YES	NO	YES	NO	NO	NO	NO
2006	Oku	1	NA	NA	2481	YES	NO	YES	NO	NO	NO	NO
2006	Oku	1	NA	NA	2481	YES	NO	YES	NO	NO	NO	NO
2006	Oku	2	NA	NA	2481	YES	NO	YES	NO	NO	NO	NO
2006	Oku	1	NA	NA	2481	YES	NO	YES	NO	NO	NO	NO
2006	Oku	1	NA	NA	2481	YES	NO	YES	NO	NO	NO	NO
2006	Oku	2	NA	NA	2398	NO	NO	NO	NO	YES	NO	NO
2006	Oku	2	NA	NA	2402	YES	NO	NO	NO	YES	NO	NO
2006	Oku	2	NA	NA	2481	YES	NO	YES	NO	NO	NO	NO
2006	Oku	1	NA	NA	2481	YES	NO	YES	NO	NO	NO	NO
2006	Oku	2	NA	NA	2481	YES	NO	YES	NO	NO	NO	NO
2006	Oku	2	NA	NA	2481	YES	NO	YES	NO	NO	NO	NO
2006	Oku	1	NA	NA	2481	YES	NO	YES	NO	NO	NO	NO
2006	Oku	3	NA	NA	2481	YES	NO	YES	NO	NO	NO	NO
2006	Oku	2	NA	NA	2481	YES	NO	YES	NO	NO	NO	NO
2006	Oku	1	NA	NA	2402	YES	NO	NO	NO	YES	NO	NO
2006	Oku	3	NA	NA	2402	YES	NO	NO	NO	YES	NO	NO
2006	Oku	1	NA	NA	2402	YES	NO	NO	NO	YES	NO	NO
2006	Oku	2	NA	NA	2398	NO	NO	NO	NO	YES	NO	NO
2006	Oku	1	NA	NA	2398	NO	NO	NO	NO	YES	NO	NO
2006	Oku	2	NA	NA	2398	NO	NO	NO	NO	YES	NO	NO
2006	Oku	1	NA	NA	2398	NO	NO	NO	NO	YES	NO	NO
2006	Oku	1	NA	NA	2398	NO	NO	NO	NO	YES	NO	NO
2006	Oku	1	NA	NA	2398	NO	NO	NO	NO	YES	NO	NO
2006	Oku	1	NA	NA	2398	NO	NO	NO	NO	YES	NO	NO
2006	Oku	3	6	0.5	1900	YES	NO	NO	NO	NO	YES	NO
2006	Oku	1	0.75	1.333333333	1890	YES	NO	NO	NO	NO	YES	NO
2006	Oku	1	0.75	1.333333333	1870	YES	NO	NO	NO	NO	YES	NO
2006	Oku	2	6	0.333333333	2370	NO	NO	YES	NO	NO	NO	NO
2006	Oku	1	0.75	1.333333333	2730	NO	NO	NO	YES	YES	NO	NO
2006	Oku	4	3	1.333333333	2800	NO	YES	NO	YES	YES	NO	NO
2006	Oku	3	0.75	4	2220	NO	NO	NO	NO	YES	NO	NO
2008	Oku	1	5,33	NA	2220	NO	NO	YES	NO	NO	NO	NO
2008	Oku	1	NA	NA	1965	YES	NO	NO	NO	NO	YES	YES
2008	Oku	1	NA	NA	2226	NO	NO	YES	NO	NO	NO	NO
2008	Oku	3	9.7	0.309278351	2220	YES	NO	YES	NO	NO	NO	NO
2008	Oku	1	NA	NA	2507	NO	NO	NO	NO	YES	NO	NO
2008	Oku	0	19.5	0	3011	NO	NO	NO	YES	NO	NO	NO
2008	Oku	1	NA	NA	2218	YES	NO	YES	NO	NO	NO	NO
2008	Oku	2	NA	NA	2218	YES	NO	YES	NO	NO	NO	NO
2008	Oku	1	NA	NA	2218	YES	NO	YES	NO	NO	NO	NO
2008	Oku	1	NA	NA	2218	YES	NO	YES	NO	NO	NO	NO
2008	Oku	1	NA	NA	2253	YES	NO	YES	NO	NO	NO	NO
2008	Oku	2	NA	NA	2271	NO	NO	YES	NO	NO	NO	NO
2008	Oku	1	NA	NA	2220	YES	NO	YES	NO	NO	NO	NO
2008	Oku	1	NA	NA	2269	YES	NO	YES	NO	NO	NO	NO
2008	Oku	0	NA	NA	2226	YES	NO	YES	NO	NO	NO	NO
2008	Oku	2	NA	NA	2092	YES	NO	NO	NO	NO	YES	YES
2008	Oku	3	NA	NA	1795	NO	YES	NO	NO	NO	YES	YES
2008	Oku	3	NA	NA	1700	NO	YES	NO	NO	NO	YES	NO
2009	Oku	1	NA	NA	2220	YES	NO	YES	NO	NO	NO	NO
2009	Oku	0	NA	NA	2451	YES	NO	YES	NO	NO	NO	NO
2009	Oku	0	5	0	3011	NO	NO	NO	YES	NO	NO	NO
2009	Oku	1	5.03	0.198807157	2906	YES	NO	NO	NO	YES	NO	NO
2009	Oku	2	4.5	0.444444444	1965	YES	NO	NO	NO	NO	YES	YES
2009	Oku	3	2.66	1.127819549	2220	YES	NO	YES	NO	NO	NO	NO
2009	Oku	2	2	1	2056	YES	NO	NO	NO	NO	YES	YES
2009	Oku	1	NA	NA	2751	YES	NO	NO	NO	YES	NO	NO
2009	Oku	1	2	0.5	2906	YES	NO	NO	NO	YES	NO	NO
2009	Oku	1	4	0.25	2938	NO	NO	NO	YES	NO	NO	NO
2009	Oku	2	2.4	0.833333333	2481	YES	NO	YES	NO	NO	NO	NO
2009	Oku	6	3	2	1793	NO	YES	NO	NO	NO	YES	YES
2009	Oku	4	5	0.8	2029	NO	YES	NO	YES	NO	NO	NO
2009	Oku	2	3	0.666666667	1793	YES	NO	NO	NO	NO	YES	YES
2009	Oku	1	NA	NA	2375	YES	NO	YES	NO	NO	NO	NO
2009	Oku	1	NA	NA	2334	YES	NO	YES	NO	NO	NO	NO
2009	Oku	1	5	0.2	2218	YES	NO	YES	NO	NO	NO	NO
2009	Oku	1	2.25	0.444444444	2451	YES	NO	YES	NO	NO	NO	NO
2009	Oku	1	1.18	0.847457627	2271	NO	NO	YES	NO	NO	NO	NO
2009	Oku	2	NA	NA	1956	YES	NO	NO	NO	NO	YES	YES
2009	Oku	1	NA	NA	2201	NO	NO	NO	NO	NO	YES	NO
2010	Oku	0	NA	NA	2220	YES	NO	YES	NO	NO	NO	NO
2010	Oku	1	NA	NA	2220	YES	NO	YES	NO	NO	NO	NO
2010	Oku	0	NA	NA	2220	YES	NO	YES	NO	NO	NO	NO
2012	Oku	0	NA	NA	2271	NO	NO	YES	NO	NO	NO	NO
2012	Oku	0	0.5	0	2220	NO	NO	NO	NO	NO	NO	NO
2012	Oku	0	NA	NA	2271	NO	NO	YES	NO	NO	NO	NO
2012	Oku	1	NA	NA	2218	YES	NO	YES	NO	NO	NO	NO
2012	Oku	0	NA	NA	2271	NO	NO	YES	NO	NO	NO	NO
2012	Oku	0	NA	NA	2218	YES	NO	YES	NO	NO	NO	NO
2012	Oku	0	1	0	1965	YES	NO	NO	NO	NO	YES	YES
2012	Oku	0	1	0	2220	YES	NO	YES	NO	NO	NO	NO
2012	Oku	0	NA	NA	1965	YES	NO	NO	NO	NO	YES	YES
2012	Oku	0	NA	NA	2271	NO	NO	YES	NO	NO	NO	NO
2012	Oku	0	NA	NA	2218	YES	NO	YES	NO	NO	NO	NO
2012	Oku	1	1.5	0.666666667	1788	YES	NO	NO	NO	NO	YES	YES
2012	Oku	3	2	1.5	1795	NO	YES	NO	NO	NO	YES	YES
2012	Oku	0	0.67	0	2398	NO	NO	NO	NO	YES	NO	NO
2012	Oku	0	0.33	0	2481	YES	NO	YES	NO	NO	NO	NO
2012	Oku	0	0.6	0	2398	NO	NO	NO	YES	NO	NO	NO
2012	Oku	1	2	0.5	1569	YES	NO	NO	NO	NO	YES	YES
2012	Oku	0	4.5	0	2162	YES	YES	YES	NO	NO	NO	NO
2012	Oku	1	3	0.333333333	1702	YES	NO	NO	NO	NO	YES	YES
2012	Oku	3	5.33	0.562851782	2029	NO	NO	NO	YES	NO	NO	NO
2012	Oku	0	0.5	0	2220	YES	NO	YES	NO	NO	NO	NO
2012	Oku	0	NA	NA	2271	NO	NO	YES	NO	NO	NO	NO
2012	Oku	0	NA	NA	2218	YES	NO	YES	NO	NO	NO	NO
2012	Oku	0	NA	NA	2271	NO	NO	YES	NO	NO	NO	NO
2012	Oku	0	NA	NA	2218	YES	NO	YES	NO	NO	NO	NO
2012	Oku	0	5.17	0	3011	NO	NO	NO	YES	NO	NO	NO
2012	Oku	0	4	0	3011	NO	NO	NO	YES	NO	NO	NO
2012	Oku	0	NA	NA	2451	YES	NO	YES	NO	NO	NO	NO
2012	Oku	2	NA	NA	1788	YES	NO	NO	NO	NO	YES	YES
2012	Oku	0	NA	NA	2271	NO	NO	YES	NO	NO	NO	NO
2012	Oku	0	2	0	2218	YES	NO	YES	NO	NO	NO	NO
2012	Oku	0	0.5	0	2220	YES	NO	YES	NO	NO	NO	NO
2012	Oku	1	1.57	0.636942675	1675	YES	NO	NO	NO	NO	YES	YES
2012	Oku	0	3.75	0	2271	NO	NO	YES	NO	NO	NO	NO
2012	Oku	0	2.5	0	2220	YES	NO	YES	NO	NO	NO	NO
2012	Oku	2	3	0.666666667	1965	YES	NO	NO	NO	NO	YES	YES
2012	Oku	0	NA	NA	1961	YES	NO	NO	NO	NO	YES	YES
2012	Oku	0	4	0	2451	YES	NO	YES	NO	NO	NO	NO
2012	Oku	0	2.67	0	3011	NO	NO	NO	YES	NO	NO	NO
2012	Oku	1	2.5	0.4	2710	NO	YES	NO	YES	NO	NO	NO
2012	Oku	1	2	0.5	2710	NO	YES	NO	YES	NO	NO	NO
2012	Oku	1	NA	NA	2994	NO	NO	NO	YES	NO	NO	NO
2012	Oku	0	1	0	2994	NO	NO	NO	YES	NO	NO	NO
2012	Oku	0	4	0	2451	YES	NO	YES	NO	NO	NO	NO
2012	Oku	0	4	0	2451	YES	NO	YES	NO	NO	NO	NO
2012	Oku	0	2	0	2994	NO	NO	NO	YES	NO	NO	NO
2012	Oku	1	2.33	0.429184549	2710	NO	YES	NO	YES	NO	NO	NO
2012	Oku	2	3.67	0.544959128	2451	YES	NO	YES	NO	NO	NO	NO
2012	Oku	0	NA	NA	2271	NO	NO	YES	NO	NO	NO	NO
2012	Oku	0	NA	NA	2271	NO	NO	YES	NO	NO	NO	NO
2012	Oku	1	2	0.5	2218	YES	NO	YES	NO	NO	NO	NO
2012	Oku	1	NA	NA	1961	YES	NO	NO	NO	NO	YES	NO
